Method,Regressor Points,Resampling Points,Neighbours_optimized,Neighbours_validation
Random_neighbours,500,50,0.4481150000000001,0.315
Random_neighbours,500,50,0.5552500000000001,0.412
Random_neighbours,500,50,0.5208866666666667,0.452
Random_neighbours,500,50,0.4963,0.42
Random_neighbours,500,50,0.30445,0.172
Random_neighbours,500,50,0.5653333333333334,0.52
Random_neighbours,500,50,0.513,0.392
Random_neighbours,500,50,0.073875,0.16
Random_neighbours,500,50,0.5089000000000001,0.452
Random_neighbours,500,50,0.06735,0.15
Random_neighbours,500,50,0.1125,0.122
Random_neighbours,500,50,0.5608000000000001,0.432
Random_neighbours,500,50,0.319375,0.2
Random_neighbours,500,50,0.4025516666666667,0.28
Random_neighbours,500,50,0.5603500000000001,0.5233333333333333
Random_neighbours,500,50,0.39,0.23
Random_neighbours,500,50,0.58225,0.432
Random_neighbours,500,50,0.024275,0.05
Random_neighbours,500,50,0.35785,0.44
LimeBased_neighbours,500,50,0.6257433333333333,0.45
LimeBased_neighbours,500,50,0.6388683333333333,0.55
LimeBased_neighbours,500,50,0.2859666666666667,0.252
LimeBased_neighbours,500,50,0.6633200000000001,0.522
LimeBased_neighbours,500,50,0.7085516666666666,0.53
LimeBased_neighbours,500,50,0.1473,0.19
LimeBased_neighbours,500,50,0.5548299999999999,0.42
LimeBased_neighbours,500,50,0.6583283333333331,0.492
LimeBased_neighbours,500,50,0.6830516666666666,0.51
LimeBased_neighbours,500,50,0.6752383333333332,0.542
LimeBased_neighbours,500,50,0.0637,0.0
LimeBased_neighbours,500,50,0.5568699999999999,0.412
LimeBased_neighbours,500,50,0.513815,0.442
LimeBased_neighbours,500,50,0.6747816666666665,0.56
LimeBased_neighbours,500,50,0.205375,0.1236666666666666
LimeBased_neighbours,500,50,0.6139966666666666,0.45
LimeBased_neighbours,500,50,0.5519699999999998,0.42
LimeBased_neighbours,500,50,0.6989033333333332,0.532
LimeBased_neighbours,500,50,0.227355,0.165
LimeBased_neighbours,500,50,0.5710083333333332,0.45
KDE_neighbours,500,50,0.33,0.44
KDE_neighbours,500,50,0.331,0.12
KDE_neighbours,500,50,0.53,0.432
KDE_neighbours,500,50,0.53435,0.512
KDE_neighbours,500,50,0.42435,0.42
KDE_neighbours,500,50,0.46,0.432
KDE_neighbours,500,50,0.47,0.43
KDE_neighbours,500,50,0.46,0.412
KDE_neighbours,500,50,0.5554,0.54
KDE_neighbours,500,50,0.2939,0.12
KDE_neighbours,500,50,0.48,0.44
KDE_neighbours,500,50,0.53,0.422
KDE_neighbours,500,50,0.53,0.452
KDE_neighbours,500,50,0.54435,0.54
KDE_neighbours,500,50,0.5043500000000001,0.412
KDE_neighbours,500,50,0.52435,0.46
KDE_neighbours,500,50,0.4997499999999999,0.43
KDE_neighbours,500,50,0.52435,0.432
KDE_neighbours,500,50,0.54,0.5
KDE_neighbours,500,50,0.53,0.45
PlugInvalid_neighbours,500,50,0.6338333333333336,0.54
PlugInvalid_neighbours,500,50,0.538506666666667,0.53
PlugInvalid_neighbours,500,50,0.5141133333333335,0.332
PlugInvalid_neighbours,500,50,0.4092533333333334,0.182
PlugInvalid_neighbours,500,50,0.523646666666667,0.4183333333333333
PlugInvalid_neighbours,500,50,0.4143,0.252
PlugInvalid_neighbours,500,50,0.5143000000000001,0.42
PlugInvalid_neighbours,500,50,0.543646666666667,0.502
PlugInvalid_neighbours,500,50,0.608506666666667,0.53
PlugInvalid_neighbours,500,50,0.4643000000000001,0.32
PlugInvalid_neighbours,500,50,0.5591600000000002,0.52
PlugInvalid_neighbours,500,50,0.4941133333333334,0.422
PlugInvalid_neighbours,500,50,0.4791600000000002,0.33
PlugInvalid_neighbours,500,50,0.5986000000000002,0.56
PlugInvalid_neighbours,500,50,0.5241133333333337,0.502
PlugInvalid_neighbours,500,50,0.5537400000000002,0.53
PlugInvalid_neighbours,500,50,0.4940200000000002,0.285
PlugInvalid_neighbours,500,50,0.543366666666667,0.522
PlugInvalid_neighbours,500,50,0.5839266666666668,0.5
PlugInvalid_neighbours,500,50,0.5240200000000002,0.325
target-20-neighbours,500,50,0.92,0.91
target-20-neighbours,500,50,0.88,0.85
target-20-neighbours,500,50,0.93,0.88
target-20-neighbours,500,50,0.93,0.84
target-20-neighbours,500,50,0.96,0.89
target-20-neighbours,500,50,0.89,0.86
target-20-neighbours,500,50,0.9,0.83
target-20-neighbours,500,50,0.87,0.87
target-20-neighbours,500,50,0.89,0.84
target-20-neighbours,500,50,0.87,0.84
target-20-neighbours,500,50,0.88,0.86
target-20-neighbours,500,50,0.95,0.9
target-20-neighbours,500,50,0.87,0.83
target-20-neighbours,500,50,0.93,0.83
target-20-neighbours,500,50,0.91,0.88
target-20-neighbours,500,50,0.94,0.89
target-20-neighbours,500,50,0.79,0.82
target-20-neighbours,500,50,0.89,0.89
target-20-neighbours,500,50,0.59,0.65
target-20-neighbours,500,50,0.9,0.85
Random_neighbours,500,50,0.93145,0.87
Random_neighbours,500,50,0.8938166666666666,0.89
Random_neighbours,500,50,0.86675,0.85
Random_neighbours,500,50,0.4623333333333333,0.38
Random_neighbours,500,50,0.93725,0.8416666666666667
Random_neighbours,500,50,0.9253,0.85
Random_neighbours,500,50,0.92145,0.81
Random_neighbours,500,50,0.29,0.2
Random_neighbours,500,50,0.90675,0.9
Random_neighbours,500,50,0.6191166666666666,0.62
Random_neighbours,500,50,0.9208838095238094,0.86
Random_neighbours,500,50,0.91675,0.85
Random_neighbours,500,50,0.9019071428571428,0.82
Random_neighbours,500,50,0.7669571428571428,0.82
Random_neighbours,500,50,0.92145,0.88
Random_neighbours,500,50,0.9262571428571428,0.83
Random_neighbours,500,50,0.9053,0.87
Random_neighbours,500,50,0.91145,0.88
Random_neighbours,500,50,0.8705285714285713,0.79
Random_neighbours,500,50,0.77,0.745
LimeBased_neighbours,500,50,0.7564666666666667,0.8
LimeBased_neighbours,500,50,0.845915,0.84
LimeBased_neighbours,500,50,0.7802899999999999,0.47
LimeBased_neighbours,500,50,0.6395416666666667,0.66
LimeBased_neighbours,500,50,0.2036333333333333,0.19
LimeBased_neighbours,500,50,0.838,0.88
LimeBased_neighbours,500,50,0.3436333333333333,0.53
LimeBased_neighbours,500,50,0.868,0.85
LimeBased_neighbours,500,50,0.7097666666666665,0.71
LimeBased_neighbours,500,50,0.8862750000000001,0.85
LimeBased_neighbours,500,50,0.9039133333333336,0.89
LimeBased_neighbours,500,50,0.926275,0.87
LimeBased_neighbours,500,50,0.7695416666666667,0.69
LimeBased_neighbours,500,50,0.538575,0.71
LimeBased_neighbours,500,50,0.5889416666666666,0.37
LimeBased_neighbours,500,50,0.540625,0.48
LimeBased_neighbours,500,50,0.8934733333333333,0.8275
LimeBased_neighbours,500,50,0.8455916666666665,0.85
LimeBased_neighbours,500,50,0.7489416666666666,0.65
LimeBased_neighbours,500,50,0.8537866666666664,0.838
KDE_neighbours,500,50,0.85,0.87
KDE_neighbours,500,50,0.85,0.84
KDE_neighbours,500,50,0.8837999999999999,0.89
KDE_neighbours,500,50,0.82,0.84
KDE_neighbours,500,50,0.8981999999999999,0.83
KDE_neighbours,500,50,0.85,0.89
KDE_neighbours,500,50,0.8436,0.8
KDE_neighbours,500,50,0.74,0.82
KDE_neighbours,500,50,0.86,0.87
KDE_neighbours,500,50,0.88,0.87
KDE_neighbours,500,50,0.9,0.86
KDE_neighbours,500,50,0.6753999999999999,0.78
KDE_neighbours,500,50,0.85,0.83
KDE_neighbours,500,50,0.8744,0.92
KDE_neighbours,500,50,0.8038,0.88
KDE_neighbours,500,50,0.6208,0.62
KDE_neighbours,500,50,0.92,0.9
KDE_neighbours,500,50,0.53,0.516
KDE_neighbours,500,50,0.82,0.83
KDE_neighbours,500,50,0.89,0.86
PlugInvalid_neighbours,500,50,0.7683999999999999,0.86
PlugInvalid_neighbours,500,50,0.743,0.77
PlugInvalid_neighbours,500,50,0.8476,0.82
PlugInvalid_neighbours,500,50,0.7905999999999999,0.83
PlugInvalid_neighbours,500,50,0.8192,0.8075
PlugInvalid_neighbours,500,50,0.8206,0.88
PlugInvalid_neighbours,500,50,0.7676000000000001,0.8
PlugInvalid_neighbours,500,50,0.5788000000000002,0.56
PlugInvalid_neighbours,500,50,0.8314,0.86
PlugInvalid_neighbours,500,50,0.8314,0.84
PlugInvalid_neighbours,500,50,0.8937999999999999,0.87
PlugInvalid_neighbours,500,50,0.8514,0.86
PlugInvalid_neighbours,500,50,0.7290000000000001,0.74
PlugInvalid_neighbours,500,50,0.8360000000000001,0.85
PlugInvalid_neighbours,500,50,0.7905999999999999,0.89
PlugInvalid_neighbours,500,50,0.8592,0.84
PlugInvalid_neighbours,500,50,0.8846,0.8975
PlugInvalid_neighbours,500,50,0.8297999999999999,0.89
PlugInvalid_neighbours,500,50,0.7619999999999998,0.73
PlugInvalid_neighbours,500,50,0.8637999999999999,0.86
target-20-neighbours,500,50,0.28,0.32
target-20-neighbours,500,50,0.41,0.16
target-20-neighbours,500,50,0.21,0.24
target-20-neighbours,500,50,0.23,0.26
target-20-neighbours,500,50,0.25,0.13
target-20-neighbours,500,50,0.44,0.32
target-20-neighbours,500,50,0.5,0.35
target-20-neighbours,500,50,0.4,0.29
target-20-neighbours,500,50,0.47,0.18
target-20-neighbours,500,50,0.29,0.29
target-20-neighbours,500,50,0.48,0.35
target-20-neighbours,500,50,0.53,0.34
target-20-neighbours,500,50,0.21,0.07
target-20-neighbours,500,50,0.33,0.32
target-20-neighbours,500,50,0.45,0.14
target-20-neighbours,500,50,0.48,0.31
target-20-neighbours,500,50,0.52,0.37
target-20-neighbours,500,50,0.54,0.4
target-20-neighbours,500,50,0.35,0.35
target-20-neighbours,500,50,0.35,0.33
Random_neighbours,500,50,0.354,0.31
Random_neighbours,500,50,0.4371,0.28
Random_neighbours,500,50,0.417,0.26
Random_neighbours,500,50,0.4866,0.31
Random_neighbours,500,50,0.5298999999999999,0.35
Random_neighbours,500,50,0.130725,0.1
Random_neighbours,500,50,0.485,0.31
Random_neighbours,500,50,0.458,0.3
Random_neighbours,500,50,0.3271,0.26
Random_neighbours,500,50,0.5813999999999999,0.33
Random_neighbours,500,50,0.5501,0.32
Random_neighbours,500,50,0.458,0.32
Random_neighbours,500,50,0.4706999999999999,0.16
Random_neighbours,500,50,0.4976,0.33
Random_neighbours,500,50,0.3067,0.11
Random_neighbours,500,50,0.5205,0.32
Random_neighbours,500,50,0.3226,0.25
Random_neighbours,500,50,0.4192,0.17
Random_neighbours,500,50,0.55,0.31
Random_neighbours,500,50,0.358,0.3
LimeBased_neighbours,500,50,0.4012466666666666,0.1
LimeBased_neighbours,500,50,0.44068,0.21
LimeBased_neighbours,500,50,0.4651090476190475,0.28
LimeBased_neighbours,500,50,0.6459409523809524,0.37
LimeBased_neighbours,500,50,0.3262719047619047,0.11
LimeBased_neighbours,500,50,0.4372016666666667,0.19
LimeBased_neighbours,500,50,0.4909590476190477,0.3
LimeBased_neighbours,500,50,0.4180319047619047,0.3
LimeBased_neighbours,500,50,0.4623850000000001,0.19
LimeBased_neighbours,500,50,0.5211807142857143,0.32
LimeBased_neighbours,500,50,0.4324433333333333,0.17
LimeBased_neighbours,500,50,0.5459102380952381,0.36
LimeBased_neighbours,500,50,0.4633047619047618,0.18
LimeBased_neighbours,500,50,0.4575783333333333,0.18
LimeBased_neighbours,500,50,0.4289054761904761,0.17
LimeBased_neighbours,500,50,0.4268083333333332,0.18
LimeBased_neighbours,500,50,0.3096961904761904,0.3
LimeBased_neighbours,500,50,0.3211316666666667,0.11
LimeBased_neighbours,500,50,0.6018590476190476,0.34
LimeBased_neighbours,500,50,0.5827271428571429,0.39
KDE_neighbours,500,50,0.4808,0.17
KDE_neighbours,500,50,0.36,0.32
KDE_neighbours,500,50,0.5359999999999999,0.35
KDE_neighbours,500,50,0.5559999999999999,0.34
KDE_neighbours,500,50,0.4708,0.16
KDE_neighbours,500,50,0.574,0.34
KDE_neighbours,500,50,0.506,0.28
KDE_neighbours,500,50,0.406,0.26
KDE_neighbours,500,50,0.526,0.32
KDE_neighbours,500,50,0.566,0.31
KDE_neighbours,500,50,0.4708,0.17
KDE_neighbours,500,50,0.564,0.37
KDE_neighbours,500,50,0.536,0.26
KDE_neighbours,500,50,0.52,0.31
KDE_neighbours,500,50,0.1984,0.08
KDE_neighbours,500,50,0.2677,0.12
KDE_neighbours,500,50,0.486,0.31
KDE_neighbours,500,50,0.406,0.32
KDE_neighbours,500,50,0.544,0.38
KDE_neighbours,500,50,0.5015999999999999,0.19
PlugInvalid_neighbours,500,50,0.5220000000000001,0.16
PlugInvalid_neighbours,500,50,0.2251,0.11
PlugInvalid_neighbours,500,50,0.4279,0.1
PlugInvalid_neighbours,500,50,0.3112999999999998,0.32
PlugInvalid_neighbours,500,50,0.5220000000000001,0.15
PlugInvalid_neighbours,500,50,0.2488999999999999,0.11
PlugInvalid_neighbours,500,50,0.4826999999999999,0.2
PlugInvalid_neighbours,500,50,0.1579,0.04
PlugInvalid_neighbours,500,50,0.2757999999999999,0.12
PlugInvalid_neighbours,500,50,0.4813000000000001,0.16
PlugInvalid_neighbours,500,50,0.4082000000000001,0.3
PlugInvalid_neighbours,500,50,0.362,0.33
PlugInvalid_neighbours,500,50,0.5051000000000001,0.16
PlugInvalid_neighbours,500,50,0.3064999999999999,0.13
PlugInvalid_neighbours,500,50,0.5296000000000002,0.3575
PlugInvalid_neighbours,500,50,0.2805999999999998,0.29
PlugInvalid_neighbours,500,50,0.5220000000000001,0.16
PlugInvalid_neighbours,500,50,0.5203000000000002,0.38
PlugInvalid_neighbours,500,50,0.5420000000000003,0.22
PlugInvalid_neighbours,500,50,0.5147000000000005,0.34
target-20-neighbours,500,50,0.8,1.0
target-20-neighbours,500,50,0.87,0.96
target-20-neighbours,500,50,0.94,1.0
target-20-neighbours,500,50,0.89,0.86
target-20-neighbours,500,50,0.92,0.99
target-20-neighbours,500,50,0.92,0.99
target-20-neighbours,500,50,0.83,0.98
target-20-neighbours,500,50,0.92,0.97
target-20-neighbours,500,50,0.94,1.0
target-20-neighbours,500,50,0.84,0.87
target-20-neighbours,500,50,0.92,0.99
target-20-neighbours,500,50,0.94,0.96
target-20-neighbours,500,50,0.91,0.88
target-20-neighbours,500,50,0.94,1.0
target-20-neighbours,500,50,0.93,0.95
target-20-neighbours,500,50,0.89,1.0
target-20-neighbours,500,50,0.94,1.0
target-20-neighbours,500,50,0.88,0.96
target-20-neighbours,500,50,0.93,1.0
target-20-neighbours,500,50,0.9,0.85
Random_neighbours,500,50,0.9147,1.0
Random_neighbours,500,50,0.9408,0.95
Random_neighbours,500,50,0.9847,1.0
Random_neighbours,500,50,0.9721,0.87
Random_neighbours,500,50,0.9747,1.0
Random_neighbours,500,50,0.9747,1.0
Random_neighbours,500,50,0.9147,0.99
Random_neighbours,500,50,0.9608,0.98
Random_neighbours,500,50,0.9947,1.0
Random_neighbours,500,50,0.9321,0.87
Random_neighbours,500,50,0.9847,1.0
Random_neighbours,500,50,0.98,0.96
Random_neighbours,500,50,0.9721,0.87
Random_neighbours,500,50,0.9947,1.0
Random_neighbours,500,50,0.98,0.96
Random_neighbours,500,50,0.9747,1.0
Random_neighbours,500,50,0.9947,1.0
Random_neighbours,500,50,0.9547,0.94
Random_neighbours,500,50,0.9947,1.0
Random_neighbours,500,50,0.9721,0.87
LimeBased_neighbours,500,50,0.9193666666666664,1.0
LimeBased_neighbours,500,50,0.9116666666666664,0.95
LimeBased_neighbours,500,50,0.982333333333333,1.0
LimeBased_neighbours,500,50,0.9186666666666666,0.85
LimeBased_neighbours,500,50,0.9320999999999996,1.0
LimeBased_neighbours,500,50,0.9731333333333329,0.99
LimeBased_neighbours,500,50,0.8997999999999999,0.98
LimeBased_neighbours,500,50,0.9651333333333332,0.98
LimeBased_neighbours,500,50,0.982333333333333,1.0
LimeBased_neighbours,500,50,0.9073666666666668,0.85
LimeBased_neighbours,500,50,0.9851999999999996,0.99
LimeBased_neighbours,500,50,0.9641999999999996,0.96
LimeBased_neighbours,500,50,0.9327333333333332,0.84
LimeBased_neighbours,500,50,0.9845999999999996,0.99
LimeBased_neighbours,500,50,0.9531666666666664,0.96
LimeBased_neighbours,500,50,0.9431999999999998,1.0
LimeBased_neighbours,500,50,0.9838999999999996,1.0
LimeBased_neighbours,500,50,0.9079666666666664,0.97
LimeBased_neighbours,500,50,0.9828999999999996,0.99
LimeBased_neighbours,500,50,0.9234666666666664,0.87
KDE_neighbours,500,50,0.96,1.0
KDE_neighbours,500,50,0.94,0.95
KDE_neighbours,500,50,0.9848,0.99
KDE_neighbours,500,50,0.9471,0.88
KDE_neighbours,500,50,0.9848,1.0
KDE_neighbours,500,50,0.9848,1.0
KDE_neighbours,500,50,0.9548,0.99
KDE_neighbours,500,50,0.9494,0.97
KDE_neighbours,500,50,0.9948,0.99
KDE_neighbours,500,50,0.9248,0.86
KDE_neighbours,500,50,0.9848,0.99
KDE_neighbours,500,50,1.0,0.95
KDE_neighbours,500,50,0.9513,0.87
KDE_neighbours,500,50,0.9948,1.0
KDE_neighbours,500,50,1.0,0.95
KDE_neighbours,500,50,0.9694,0.99
KDE_neighbours,500,50,0.9948,1.0
KDE_neighbours,500,50,0.98,0.96
KDE_neighbours,500,50,0.9948,0.99
KDE_neighbours,500,50,0.9581833333333332,0.87
PlugInvalid_neighbours,500,50,0.9282999999999996,1.0
PlugInvalid_neighbours,500,50,0.8876999999999997,0.95
PlugInvalid_neighbours,500,50,0.9497999999999998,1.0
PlugInvalid_neighbours,500,50,0.8518999999999999,0.87
PlugInvalid_neighbours,500,50,0.9394999999999998,1.0
PlugInvalid_neighbours,500,50,0.9106999999999998,1.0
PlugInvalid_neighbours,500,50,0.9097999999999996,0.97
PlugInvalid_neighbours,500,50,0.8815999999999997,0.98
PlugInvalid_neighbours,500,50,0.9697999999999998,1.0
PlugInvalid_neighbours,500,50,0.8512999999999998,0.87
PlugInvalid_neighbours,500,50,0.9500999999999996,1.0
PlugInvalid_neighbours,500,50,0.9497999999999998,0.96
PlugInvalid_neighbours,500,50,0.8718999999999998,0.88
PlugInvalid_neighbours,500,50,0.9697999999999998,1.0
PlugInvalid_neighbours,500,50,0.9497999999999998,0.96
PlugInvalid_neighbours,500,50,0.9594999999999998,1.0
PlugInvalid_neighbours,500,50,0.9697999999999998,1.0
PlugInvalid_neighbours,500,50,0.9558999999999996,0.94
PlugInvalid_neighbours,500,50,0.9697999999999998,1.0
PlugInvalid_neighbours,500,50,0.8518999999999999,0.88
target-20-neighbours,500,50,0.6,0.36
target-20-neighbours,500,50,0.63,0.38
target-20-neighbours,500,50,0.61,0.36
target-20-neighbours,500,50,0.58,0.39
target-20-neighbours,500,50,0.53,0.4
target-20-neighbours,500,50,0.58,0.43
target-20-neighbours,500,50,0.56,0.38
target-20-neighbours,500,50,0.6,0.31
target-20-neighbours,500,50,0.53,0.41
target-20-neighbours,500,50,0.62,0.37
target-20-neighbours,500,50,0.57,0.36
target-20-neighbours,500,50,0.57,0.34
target-20-neighbours,500,50,0.59,0.32
target-20-neighbours,500,50,0.63,0.37
target-20-neighbours,500,50,0.56,0.38
target-20-neighbours,500,50,0.63,0.41
target-20-neighbours,500,50,0.55,0.34
target-20-neighbours,500,50,0.56,0.35
target-20-neighbours,500,50,0.54,0.3
target-20-neighbours,500,50,0.51,0.37
Random_neighbours,500,50,0.6540904761904761,0.33
Random_neighbours,500,50,0.5279857142857143,0.38
Random_neighbours,500,50,0.5871190476190475,0.33
Random_neighbours,500,50,0.6317333333333334,0.41
Random_neighbours,500,50,0.6669571428571427,0.39
Random_neighbours,500,50,0.6331571428571428,0.45
Random_neighbours,500,50,0.6002058333333333,0.38
Random_neighbours,500,50,0.5943857142857143,0.36
Random_neighbours,500,50,0.623790476190476,0.4
Random_neighbours,500,50,0.6007963095238095,0.37
Random_neighbours,500,50,0.5128285714285714,0.4
Random_neighbours,500,50,0.6050285714285715,0.47
Random_neighbours,500,50,0.608,0.33
Random_neighbours,500,50,0.6021190476190477,0.32
Random_neighbours,500,50,0.6369571428571428,0.39
Random_neighbours,500,50,0.6096285714285714,0.34
Random_neighbours,500,50,0.6295571428571428,0.36
Random_neighbours,500,50,0.6624571428571429,0.39
Random_neighbours,500,50,0.6403142857142856,0.34
Random_neighbours,500,50,0.6250571428571428,0.37
LimeBased_neighbours,500,50,0.5642499999999999,0.35
LimeBased_neighbours,500,50,0.5706666666666667,0.34
LimeBased_neighbours,500,50,0.5141749999999999,0.31
LimeBased_neighbours,500,50,0.6530166666666668,0.41
LimeBased_neighbours,500,50,0.6103666666666667,0.37
LimeBased_neighbours,500,50,0.5599916666666666,0.44
LimeBased_neighbours,500,50,0.6489416666666666,0.4
LimeBased_neighbours,500,50,0.6016666666666667,0.34
LimeBased_neighbours,500,50,0.5487833333333334,0.42
LimeBased_neighbours,500,50,0.6153833333333334,0.38
LimeBased_neighbours,500,50,0.6150166666666668,0.35
LimeBased_neighbours,500,50,0.6039416666666666,0.38
LimeBased_neighbours,500,50,0.6113833333333334,0.34
LimeBased_neighbours,500,50,0.5641499999999999,0.3
LimeBased_neighbours,500,50,0.6276833333333333,0.46
LimeBased_neighbours,500,50,0.5901666666666666,0.34
LimeBased_neighbours,500,50,0.6250416666666667,0.35
LimeBased_neighbours,500,50,0.5686500000000001,0.41
LimeBased_neighbours,500,50,0.5609083333333333,0.34
LimeBased_neighbours,500,50,0.6235916666666668,0.37
KDE_neighbours,500,50,0.55445,0.32
KDE_neighbours,500,50,0.5534,0.31
KDE_neighbours,500,50,0.59135,0.31
KDE_neighbours,500,50,0.5778,0.41
KDE_neighbours,500,50,0.49405,0.38
KDE_neighbours,500,50,0.5205,0.38
KDE_neighbours,500,50,0.5427000000000001,0.43
KDE_neighbours,500,50,0.57225,0.35
KDE_neighbours,500,50,0.5886,0.4
KDE_neighbours,500,50,0.52315,0.38
KDE_neighbours,500,50,0.57135,0.36
KDE_neighbours,500,50,0.5443,0.35
KDE_neighbours,500,50,0.5471499999999999,0.37
KDE_neighbours,500,50,0.41035,0.31
KDE_neighbours,500,50,0.5887666666666668,0.36
KDE_neighbours,500,50,0.59905,0.29
KDE_neighbours,500,50,0.5851166666666667,0.34
KDE_neighbours,500,50,0.62,0.36
KDE_neighbours,500,50,0.58905,0.28
KDE_neighbours,500,50,0.62,0.37
PlugInvalid_neighbours,500,50,0.5839999999999999,0.34
PlugInvalid_neighbours,500,50,0.5239999999999998,0.3
PlugInvalid_neighbours,500,50,0.5939999999999999,0.35
PlugInvalid_neighbours,500,50,0.5659999999999998,0.42
PlugInvalid_neighbours,500,50,0.5439999999999998,0.33
PlugInvalid_neighbours,500,50,0.5699999999999998,0.41
PlugInvalid_neighbours,500,50,0.6019999999999999,0.4
PlugInvalid_neighbours,500,50,0.5699999999999998,0.31
PlugInvalid_neighbours,500,50,0.5139999999999997,0.39
PlugInvalid_neighbours,500,50,0.5779999999999998,0.31
PlugInvalid_neighbours,500,50,0.5059999999999999,0.37
PlugInvalid_neighbours,500,50,0.5339999999999998,0.35
PlugInvalid_neighbours,500,50,0.5739999999999998,0.29
PlugInvalid_neighbours,500,50,0.4979999999999998,0.33
PlugInvalid_neighbours,500,50,0.5179999999999998,0.33
PlugInvalid_neighbours,500,50,0.5799999999999998,0.34
PlugInvalid_neighbours,500,50,0.5279999999999998,0.35
PlugInvalid_neighbours,500,50,0.5119999999999998,0.32
PlugInvalid_neighbours,500,50,0.5499999999999998,0.3
PlugInvalid_neighbours,500,50,0.5359999999999997,0.34
target-20-neighbours,500,50,0.55,0.4016666666666666
target-20-neighbours,500,50,0.23,0.27
target-20-neighbours,500,50,0.2,0.11
target-20-neighbours,500,50,0.5,0.2
target-20-neighbours,500,50,0.15,0.03
target-20-neighbours,500,50,0.3,0.13
target-20-neighbours,500,50,0.42,0.34
target-20-neighbours,500,50,0.23,0.14
target-20-neighbours,500,50,0.23,0.16
target-20-neighbours,500,50,0.53,0.36
target-20-neighbours,500,50,0.49,0.37
target-20-neighbours,500,50,0.29,0.13
target-20-neighbours,500,50,0.55,0.3916666666666666
target-20-neighbours,500,50,0.15,0.06
target-20-neighbours,500,50,0.14,0.07
target-20-neighbours,500,50,0.3,0.29
target-20-neighbours,500,50,0.47,0.18
target-20-neighbours,500,50,0.14,0.03
target-20-neighbours,500,50,0.34,0.31
target-20-neighbours,500,50,0.55,0.4116666666666666
Random_neighbours,500,50,0.13024,0.06
Random_neighbours,500,50,0.1944083333333333,0.04
Random_neighbours,500,50,0.2890166666666667,0.25
Random_neighbours,500,50,0.535825,0.41
Random_neighbours,500,50,0.3827566666666666,0.32
Random_neighbours,500,50,0.4288499999999999,0.36
Random_neighbours,500,50,0.45305,0.33
Random_neighbours,500,50,0.50345,0.38
Random_neighbours,500,50,0.4851999999999999,0.39
Random_neighbours,500,50,0.38885,0.3
Random_neighbours,500,50,0.43605,0.34
Random_neighbours,500,50,0.1645,0.12
Random_neighbours,500,50,0.5219999999999999,0.39
Random_neighbours,500,50,0.3597833333333333,0.32
Random_neighbours,500,50,0.2942566666666667,0.27
Random_neighbours,500,50,0.097,0.0133333333333333
Random_neighbours,500,50,0.2662833333333333,0.12
Random_neighbours,500,50,0.107,0.05
Random_neighbours,500,50,0.167,0.11
Random_neighbours,500,50,0.13024,0.06
LimeBased_neighbours,500,50,0.4166666666666667,0.35
LimeBased_neighbours,500,50,0.4878100000000001,0.3
LimeBased_neighbours,500,50,0.3840733333333335,0.35
LimeBased_neighbours,500,50,0.4695266666666666,0.32
LimeBased_neighbours,500,50,0.141405,0.14
LimeBased_neighbours,500,50,0.4681666666666666,0.35
LimeBased_neighbours,500,50,0.4377333333333334,0.34
LimeBased_neighbours,500,50,0.4737,0.34
LimeBased_neighbours,500,50,0.5436966666666667,0.41
LimeBased_neighbours,500,50,0.5046100000000001,0.38
LimeBased_neighbours,500,50,0.2422333333333333,0.0633333333333333
LimeBased_neighbours,500,50,0.4286116666666666,0.32
LimeBased_neighbours,500,50,0.5005866666666667,0.35
LimeBased_neighbours,500,50,0.43225,0.28
LimeBased_neighbours,500,50,0.2036849999999999,0.1
LimeBased_neighbours,500,50,0.49921,0.41
LimeBased_neighbours,500,50,0.437705,0.35
LimeBased_neighbours,500,50,0.4203,0.3
LimeBased_neighbours,500,50,0.2857216666666666,0.26
LimeBased_neighbours,500,50,0.51963,0.41
KDE_neighbours,500,50,0.18,0.11
KDE_neighbours,500,50,0.5139,0.33
KDE_neighbours,500,50,0.4739,0.32
KDE_neighbours,500,50,0.5379,0.35
KDE_neighbours,500,50,0.14,0.0633333333333333
KDE_neighbours,500,50,0.3239,0.27
KDE_neighbours,500,50,0.2036,0.16
KDE_neighbours,500,50,0.5633333333333334,0.36
KDE_neighbours,500,50,0.14,0.07
KDE_neighbours,500,50,0.4439,0.32
KDE_neighbours,500,50,0.1835999999999999,0.15
KDE_neighbours,500,50,0.4879,0.3416666666666666
KDE_neighbours,500,50,0.5733333333333334,0.37
KDE_neighbours,500,50,0.5139,0.38
KDE_neighbours,500,50,0.1736,0.11
KDE_neighbours,500,50,0.4539,0.12
KDE_neighbours,500,50,0.5079,0.35
KDE_neighbours,500,50,0.3539,0.29
KDE_neighbours,500,50,0.3039,0.32
KDE_neighbours,500,50,0.07,0.02
PlugInvalid_neighbours,500,50,0.4812000000000002,0.24
PlugInvalid_neighbours,500,50,0.1077999999999999,0.046
PlugInvalid_neighbours,500,50,0.4194000000000001,0.18
PlugInvalid_neighbours,500,50,0.1317,0.07
PlugInvalid_neighbours,500,50,0.4717,0.3533333333333333
PlugInvalid_neighbours,500,50,0.4729000000000002,0.21
PlugInvalid_neighbours,500,50,0.2271999999999999,0.29
PlugInvalid_neighbours,500,50,0.1989000000000001,0.12
