PRGS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_AGE,HUM_1_STA,HUM_2_FW,HUM_2_AGE,HUM_2_STA,HUM_1_POS_X,HUM_1_POS_Y,HUM_2_POS_X,HUM_2_POS_Y,ROB_1_VEL,ROB_1_CHG,PRSCS_LB,PRSCS_UB,SCS,FTG_HUM_1_LB,FTG_HUM_1_UB,FTG_HUM_1,FTG_HUM_2_LB,FTG_HUM_2_UB,FTG_HUM_2
5,7.27,3.92,0.51,0.36,168,45,93,free,e,s,foc,y,u,2762.19,194.35,2889.94,193.49,52,12.25874085,1,1,1,0,0,0,0,0,0
5,7.27,3.92,0.51,0.36,1,45,93,free,e,s,foc,y,u,2762.19,194.35,2889.94,193.49,52,12.21115737,1,1,1,0,0,0,0,0,0
0,7.27,3.92,0.51,0.36,502,75,93,free,e,s,foc,y,u,3400.55,234.86,1633.8,357.55,52,12.35844417,0.901855,1,1,0.3569,0.0016,0.17925,0.6411,0,0.32055
3,7.27,3.92,0.51,0.36,335,45,93,free,e,s,foc,y,u,458.12,171.75,2889.94,193.49,52,12.30781725,0.901855,1,1,0.1955,0.002,0.09875,0.695,0,0.3475
5,7.27,3.92,0.51,0.36,168,45,93,free,e,s,foc,y,u,2822.18,195.74,2889.94,193.49,52,12.25873561,1,1,1,0,0,0,0,0,0
5,7.27,3.92,0.51,0.36,1,45,93,free,e,s,foc,y,u,2822.18,195.74,2889.94,193.49,52,12.21114747,1,1,1,0,0,0,0,0,0
0,7.27,3.92,0.51,0.36,502,75,93,free,e,s,foc,y,u,3400.55,234.86,1633.8,357.55,52,12.35844417,0.901855,1,1,0.3574,0.0036,0.1805,0.6411,0,0.32055
3,7.27,3.92,0.51,0.36,335,45,93,free,e,s,foc,y,u,458.12,171.75,2889.94,193.49,52,12.30780563,0.901855,1,1,0.1955,0.002,0.09875,0.6951,0.0001,0.3476
5,7.27,3.92,0.51,0.36,168,45,93,free,e,s,foc,y,u,2747.17,193.79,2889.94,193.49,52,12.25871126,1,1,1,0,0,0,0,0,0
5,7.27,3.92,0.51,0.36,1,45,93,free,e,s,foc,y,u,2747.17,193.79,2889.94,193.49,52,12.21112706,1,1,1,0,0,0,0,0,0
0,6.129348089,4.355730926,0.7443910888,0.2433873521,499,36.99626352,56.1547568,foc,e,s,foc,e,s,4261.88,758.2,3785.3,270.22,89.09979693,11.16930542,0,0.0981446,0,0.6152,0,0.3076,0,0,0
0,6.13,4.36,0.74,0.24,498,36,56,foc,e,s,foc,e,s,4261.88,758.2,3785.3,270.22,89,11.16926877,0,0.0981446,0,0.6181,0.001,0.30955,0,0,0
0,6.13,4.36,0.74,0.24,332,36,56,foc,e,s,foc,e,s,402.89,183.86,3785.3,270.22,89,11.11924964,0,0.0981446,0,0,0,0,0.6373,0,0.31865
1,6.13,4.36,0.74,0.24,166,36,56,foc,e,s,foc,e,s,402.89,183.86,3785.3,270.22,89,11.09418635,0,0.0981446,0,0.7106,0,0.3553,0,0,0
0,6.13,4.36,0.74,0.24,498,36,56,foc,e,s,foc,e,s,4261.88,758.2,3785.3,270.22,89,11.16926877,0,0.0981446,0,0.6171,0,0.30855,0,0,0
0,6.13,4.36,0.74,0.24,332,36,56,foc,e,s,foc,e,s,402.89,183.86,3785.3,270.22,89,11.11923249,0,0.0981446,0,0,0,0,0.6373,0.0018,0.31955
0,6.13,4.36,0.74,0.24,166,36,56,foc,e,s,foc,e,s,402.89,183.86,3785.3,270.22,89,11.09324407,0,0.0981446,0,0,0,0,0,0,0
0,6.13,4.36,0.74,0.24,498,36,56,foc,e,s,foc,e,s,4261.88,758.2,3785.3,270.22,89,11.16926877,0,0.0981446,0,0.6161,0.001,0.30855,0,0,0
0,6.13,4.36,0.74,0.24,332,36,56,foc,e,s,foc,e,s,402.89,183.86,3785.3,270.22,89,11.11924741,0,0.0981446,0,0,0,0,0.6363,0.0009,0.3186
0,6.13,4.36,0.74,0.24,166,36,56,foc,e,s,foc,e,s,402.89,183.86,3785.3,270.22,89,11.09413492,0,0.0981446,0,0,0,0,0,0,0
0,5.892338788,3.196927353,0.5032578348,0.181812906,600,65.98066294,68.73918331,foc,y,h,distr,e,s,3059.04,338.15,2547.95,572.69,70.65316336,11.17758122,0,0.0981446,0,0,0,0,0,0,0
0,5.89,3.2,0.5,0.18,599,65,68,foc,y,h,distr,e,s,3059.04,338.15,2547.95,572.69,70,11.17753847,0,0.0981446,0,0,0,0,0,0,0
0,5.89,3.2,0.5,0.18,399,65,68,foc,y,h,distr,e,s,3059.04,338.15,2547.95,572.69,70,11.11727229,0,0.0981446,0,0,0,0,0,0,0
0,5.89,3.2,0.5,0.18,199,65,68,foc,y,h,distr,e,s,3059.04,338.15,2547.95,572.69,70,11.11418245,0,0.0981446,0,0,0,0,0,0,0
0,5.89,3.2,0.5,0.18,599,65,68,foc,y,h,distr,e,s,3059.04,338.15,2547.95,572.69,70,11.17753847,0,0.0981446,0,0,0,0,0,0,0
0,5.89,3.2,0.5,0.18,399,65,68,foc,y,h,distr,e,s,3059.04,338.15,2547.95,572.69,70,11.11726186,0,0.0981446,0,0,0,0,0,0,0
0,5.89,3.2,0.5,0.18,199,65,68,foc,y,h,distr,e,s,3059.04,338.15,2547.95,572.69,70,11.11415792,0,0.0981446,0,0,0,0,0,0,0
0,5.89,3.2,0.5,0.18,599,65,68,foc,y,h,distr,e,s,3059.04,338.15,2547.95,572.69,70,11.17753847,0,0.0981446,0,0,0,0,0,0,0
0,5.89,3.2,0.5,0.18,399,65,68,foc,y,h,distr,e,s,3059.04,338.15,2547.95,572.69,70,11.11726489,0,0.0981446,0,0,0,0,0,0,0
0,5.89,3.2,0.5,0.18,199,65,68,foc,y,h,distr,e,s,3059.04,338.15,2547.95,572.69,70,11.11414929,0,0.0981446,0,0,0,0,0,0,0
0,5.943471505,4.093672556,0.5509605533,0.3385083947,617,95.18748724,73.18213043,free,y,s,distr,y,u,1225.98,208.77,1403.17,341.99,44.61729112,11.44536108,0.459921,0.559832,1,0.0728,0.0728,0.0728,0.4582,0.1033,0.28075
0,5.94,4.09,0.55,0.34,616,95,73,free,y,s,distr,y,u,1225.98,208.77,1403.17,341.99,44,11.44531527,0.431441,0.53143,0,0.1972,0.0263,0.11175,0.5523,0.0519,0.3021
3,5.94,4.09,0.55,0.34,411,95,73,free,y,s,distr,y,u,381.64,155.02,2906.42,194.69,44,11.38323759,0.512699,0.612614,1,0.0805,0.0276,0.05405,0.1685,0.0191,0.0938
4,5.94,4.09,0.55,0.34,206,95,73,free,y,s,distr,y,u,2865.39,191.72,2906.42,194.69,44,11.32374512,0.901855,1,1,0.0809,0.0001,0.0405,0,0,0
4,5.94,4.09,0.55,0.34,1,95,73,free,y,s,distr,y,u,2865.39,191.72,2906.42,194.69,44,11.26618748,0,0.0981446,0,0.0985,0.0109,0.0547,0,0,0
0,5.94,4.09,0.55,0.34,616,95,73,free,y,s,distr,y,u,1225.98,208.77,1403.17,341.99,44,11.44531527,0.478517,0.578414,1,0.1,0.1,0.1,0.5818,0.0313,0.30655
3,5.94,4.09,0.55,0.34,411,95,73,free,y,s,distr,y,u,416.85,169.32,2906.42,194.69,44,11.3832099,0.510161,0.610138,1,0.125,0.0057,0.06535,0.1869,0.0131,0.1
4,5.94,4.09,0.55,0.34,206,95,73,free,y,s,distr,y,u,2903.19,193.58,2906.42,194.69,44,11.32373248,0.901855,1,1,0.1005,0.0332,0.06685,0,0,0
4,5.94,4.09,0.55,0.34,1,95,73,free,y,s,distr,y,u,2903.19,193.58,2906.42,194.69,44,11.26618794,0,0.0981446,0,0.0962,0.0112,0.0537,0,0,0
0,5.94,4.09,0.55,0.34,616,95,73,free,y,s,distr,y,u,1225.98,208.77,1403.17,341.99,44,11.44531527,0.450035,0.549965,0,0.0927,0.0927,0.0927,0.6663,0.0542,0.36025
1,5.94,4.09,0.55,0.34,411,95,73,free,y,s,distr,y,u,378.77,163.12,1329.85,255.25,44,11.38324365,0.4065,0.506436,0,0.3592,0.1188,0.239,0.1887,0.1887,0.1887
1,5.94,4.09,0.55,0.34,206,95,73,free,y,s,distr,y,u,378.77,163.12,1329.85,255.25,44,11.32375454,0.0257282,0.125623,0,0.4366,0.0281,0.23235,0.0217,0.0217,0.0217
1,5.94,4.09,0.55,0.34,1,95,73,free,y,s,distr,y,u,378.77,163.12,1329.85,255.25,44,11.26621843,0,0.0981446,0,0.2634,0.2146,0.239,0.0503,0.0503,0.0503
0,5.904024782,3.14790308,0.6546399453,0.2265863975,406,96.45239348,30.54255506,free,y,s,free,e,u,4435.4,584.89,110.12,754.44,95.38520697,12.36326458,0,0.0981446,0,0.1003,0.0016,0.05095,0.4972,0.4972,0.4972
0,5.9,3.15,0.65,0.23,405,96,30,free,y,s,free,e,u,4435.4,584.89,110.12,754.44,95,12.36323709,0,0.0981446,0,0.1445,0.0346,0.08955,0.9946,0.0002,0.4974
1,5.9,3.15,0.65,0.23,270,96,18,free,y,s,free,e,u,615.86,192.81,1142.11,759.64,95,12.32227142,0,0.0981446,0,0.8261,0.0061,0.4161,0.999,0,0.4995
1,5.9,3.15,0.65,0.23,135,96,30,free,y,s,free,e,u,615.86,192.81,1371.8,217.54,95,12.28255262,0,0.0981446,0,0.4288,0,0.2144,0.8818,0,0.4409
0,5.9,3.15,0.65,0.23,405,96,30,free,y,s,free,e,u,4435.4,584.89,110.12,754.44,95,12.36323709,0,0.0981446,0,0.0621,0.0112,0.03665,0.9495,0.0453,0.4974
1,5.9,3.15,0.65,0.23,270,96,18,free,y,s,free,e,u,537.9,195.31,1172.11,759.79,95,12.32227979,0,0.0981446,0,0.8262,0,0.4131,0.999,0,0.4995
1,5.9,3.15,0.65,0.23,135,96,30,free,y,s,free,e,u,537.9,195.31,1371.8,217.54,95,12.28256139,0,0.0981446,0,0.4386,0.0098,0.2242,0.9997,0,0.49985
0,5.9,3.15,0.65,0.23,405,96,30,free,y,s,free,e,u,4435.4,584.89,110.12,754.44,95,12.36323709,0,0.0981446,0,0.065,0.0159,0.04045,0.9493,0.0451,0.4972
1,5.9,3.15,0.65,0.23,270,96,18,free,y,s,free,e,u,519.91,196,1142.11,759.64,95,12.32228789,0,0.0981446,0,0.8345,0.0144,0.42445,0.999,0,0.4995
1,5.9,3.15,0.65,0.23,135,96,30,free,y,s,free,e,u,519.91,196,1371.8,217.54,95,12.28256613,0,0.0981446,0,0.4288,0,0.2144,0.8817,0.0041,0.4429
0,6.700004551,3.124997996,0.7339788995,0.2976550407,404,39.78713543,40.33757967,free,y,h,foc,y,h,2016.6,417.93,1559.79,221.11,80.69614811,12.28212019,0,0.0981446,0,0,0,0,0,0,0
0,6.7,3.12,0.73,0.3,403,39,40,free,y,h,foc,y,h,2016.6,417.93,1559.79,221.11,80,12.28209271,0,0.0981446,0,0,0,0,0,0,0
0,6.7,3.12,0.73,0.3,269,39,40,free,y,h,foc,y,h,2016.6,417.93,1559.79,221.11,80,12.24112931,0,0.0981446,0,0,0,0,0,0,0
0,6.7,3.12,0.73,0.3,135,39,40,free,y,h,foc,y,h,2016.6,417.93,1559.79,221.11,80,12.20201621,0,0.0981446,0,0,0,0,0,0,0
0,6.7,3.12,0.73,0.3,1,39,40,free,y,h,foc,y,h,2016.6,417.93,1559.79,221.11,80,12.1628886,0,0.0981446,0,0,0,0,0,0,0
0,6.7,3.12,0.73,0.3,403,39,40,free,y,h,foc,y,h,2016.6,417.93,1559.79,221.11,80,12.28209271,0,0.0981446,0,0,0,0,0,0,0
0,6.7,3.12,0.73,0.3,269,39,40,free,y,h,foc,y,h,2016.6,417.93,1559.79,221.11,80,12.24113523,0,0.0981446,0,0,0,0,0,0,0
0,6.7,3.12,0.73,0.3,135,39,40,free,y,h,foc,y,h,2016.6,417.93,1559.79,221.11,80,12.20201329,0,0.0981446,0,0,0,0,0,0,0
0,6.7,3.12,0.73,0.3,1,39,40,free,y,h,foc,y,h,2016.6,417.93,1559.79,221.11,80,12.16288082,0,0.0981446,0,0,0,0,0,0,0
0,6.7,3.12,0.73,0.3,403,39,40,free,y,h,foc,y,h,2016.6,417.93,1559.79,221.11,80,12.28209271,0,0.0981446,0,0,0,0,0,0,0
0,6.7,3.12,0.73,0.3,269,39,40,free,y,h,foc,y,h,2016.6,417.93,1559.79,221.11,80,12.24112668,0,0.0981446,0,0,0,0,0,0,0
0,6.7,3.12,0.73,0.3,135,39,40,free,y,h,foc,y,h,2016.6,417.93,1559.79,221.11,80,12.20202206,0,0.0981446,0,0,0,0,0,0,0
0,6.7,3.12,0.73,0.3,1,39,40,free,y,h,foc,y,h,2016.6,417.93,1559.79,221.11,80,12.16288898,0,0.0981446,0,0,0,0,0,0,0
0,6.390427215,3.210549562,0.611399173,0.2677713098,364,90.13604546,78.78876294,distr,e,u,distr,y,h,1975.07,415.23,4004.57,246.63,75.74198069,11.74627951,0,0.0981446,0,0.9104,0.0388,0.4746,0,0,0
0,6.39,3.21,0.61,0.27,363,90,78,distr,e,u,distr,y,h,1975.07,415.23,4004.57,246.63,75,11.74625508,0,0.0981446,0,0.9613,0,0.48065,0.0163,0.0163,0.0163
0,6.39,3.21,0.61,0.27,242,90,78,distr,e,u,distr,y,h,246.95,120.77,4004.57,246.63,75,11.70956329,0,0.0981446,0,0.585,0.1179,0.35145,0.0149,0.0051,0.01
0,6.39,3.21,0.61,0.27,121,90,78,distr,e,u,distr,y,h,245.91,122.83,4004.57,246.63,75,11.67338544,0,0.0981446,0,0.62,0.0671,0.34355,0.0226,0.0011,0.01185
0,6.39,3.21,0.61,0.27,363,90,78,distr,e,u,distr,y,h,1975.07,415.23,4004.57,246.63,75,11.74625508,0.000468738,0.0989152,0,0.4776,0.4776,0.4776,0,0,0
0,6.39,3.21,0.61,0.27,242,90,78,distr,e,u,distr,y,h,246.95,120.77,4004.57,246.63,75,11.70956403,0,0.0981446,0,0.3393,0.0691,0.2042,0.0308,0.0021,0.01645
0,6.39,3.21,0.61,0.27,121,90,78,distr,e,u,distr,y,h,245.91,122.83,4004.57,246.63,75,11.67337228,0,0.0981446,0,0.2336,0.2336,0.2336,0.0246,0.0001,0.01235
0,6.39,3.21,0.61,0.27,363,90,78,distr,e,u,distr,y,h,1975.07,415.23,4004.57,246.63,75,11.74625508,0,0.0981446,0,0.9007,0.0904,0.49555,0,0,0
0,6.39,3.21,0.61,0.27,242,90,78,distr,e,u,distr,y,h,326.88,162.15,4004.57,246.63,75,11.7095537,0.000468738,0.0989152,0,0.3848,0.3504,0.3676,0.0282,0.0037,0.01595
0,6.39,3.21,0.61,0.27,121,90,78,distr,e,u,distr,y,h,245.91,122.83,4004.57,246.63,75,11.67336019,0,0.0981446,0,0.4084,0,0.2042,0.0323,0.0013,0.0168
0,6.120005538,4.047460215,0.6726328575,0.2318341259,467,47.61777405,47.50763006,distr,y,s,distr,e,u,2679.6,262.09,3458.65,749.55,51.50176905,11.22605433,0.0551815,0.154589,0,0.106,0.0111,0.05855,0.5595,0.3222,0.44085
0,6.12,4.05,0.67,0.23,466,47,47,distr,y,s,distr,e,u,2679.6,262.09,3458.65,749.55,51,11.22602074,0.0337242,0.133311,0,0.0967,0.004,0.05035,0.691,0.0935,0.39225
1,6.12,4.05,0.67,0.23,311,47,47,distr,y,s,distr,e,u,693.8,191.03,3411.67,750.93,51,11.17900699,0,0.0981446,0,0.8333,0.0159,0.4246,0,0,0
2,6.12,4.05,0.67,0.23,156,47,47,distr,y,s,distr,e,u,693.8,191.03,1726.65,194.84,51,11.13342642,0,0.0981446,0,0.5836,0.109,0.3463,0.0122,0.0055,0.00885
3,6.12,4.05,0.67,0.23,1,47,47,distr,y,s,distr,e,u,693.8,191.03,2901.64,199.6,51,11.08921244,0,0.0981446,0,0.026,0.0006,0.0133,0.116,0.116,0.116
0,6.12,4.05,0.67,0.23,466,47,47,distr,y,s,distr,e,u,2679.6,262.09,3458.65,749.55,51,11.22602074,0.0169465,0.116203,0,0.0524,0.0055,0.02895,0.8617,0.0298,0.44575
1,6.12,4.05,0.67,0.23,311,47,47,distr,y,s,distr,e,u,693.95,190.17,3411.67,750.93,51,11.17901294,0,0.0981446,0,0.7344,0.1512,0.4428,0.7484,0.0116,0.38
2,6.12,4.05,0.67,0.23,156,47,47,distr,y,s,distr,e,u,693.95,190.17,1587.6,194.37,51,11.13343223,0,0.0981446,0,0.5554,0.1526,0.354,0.0891,0.0175,0.0533
3,6.12,4.05,0.67,0.23,1,47,47,distr,y,s,distr,e,u,462.51,182.17,2874.59,199.5,51,11.10224885,0,0.0981446,0,0.0626,0.0475,0.05505,0.1141,0.0404,0.07725
0,6.12,4.05,0.67,0.23,466,47,47,distr,y,s,distr,e,u,2679.6,262.09,3458.65,749.55,51,11.22602074,0,0.0981446,0,0.0754,0.0116,0.0435,0.6816,0.071,0.3763
1,6.12,4.05,0.67,0.23,311,47,47,distr,y,s,distr,e,u,785.76,188.18,2076.39,195.5,51,11.17900699,0.123934,0.223566,0,0.4064,0.019,0.2127,0.3497,0.3497,0.3497
3,6.12,4.05,0.67,0.23,156,47,28,distr,y,s,distr,e,u,400,200,2890.4,199.96,51,11.13342642,0.000468738,0.0989152,0,0.0008,0.0008,0.0008,0.2185,0.0097,0.1141
3,6.12,4.05,0.67,0.23,1,47,28,distr,y,s,distr,e,u,785.76,188.18,2890.4,199.96,51,11.10349187,0,0.0981446,0,0.0044,0.0044,0.0044,0.1405,0.0082,0.07435
0,5.405137316,3.389178644,0.6666167546,0.1136480529,275,32.6097776,30.43044934,free,e,s,foc,e,h,1549.93,226.38,3014.82,769.25,60.33883814,11.26937099,0,0.0981446,0,0.2516,0.0123,0.13195,0.0534,0.0157,0.03455
0,5.41,3.39,0.67,0.11,274,32,30,free,e,s,foc,e,h,1549.93,226.38,3014.82,769.25,60,11.26935267,0,0.0981446,0,0.1328,0.0022,0.0675,0.0555,0.005,0.03025
1,5.41,3.39,0.67,0.11,183,32,30,free,e,s,foc,e,h,836.12,210,2641.97,178.4,60,11.24179038,0,0.0981446,0,0.4516,0.0042,0.2279,0.1975,0,0.09875
2,5.41,3.39,0.67,0.11,92,32,30,free,e,s,foc,e,h,836.12,210,2504.14,199.66,60,11.21450668,0,0.0981446,0,0.0263,0.0008,0.01355,0.4392,0.0053,0.22225
4,5.41,3.39,0.67,0.11,1,32,30,free,e,s,foc,e,h,1454.66,186.29,2918.14,199.94,60,11.1874985,0,0.0981446,0,0.3178,0.0085,0.16315,0,0,0
0,5.41,3.39,0.67,0.11,274,32,30,free,e,s,foc,e,h,1549.93,226.38,3014.82,769.25,60,11.26935267,0,0.0981446,0,0.2436,0.0103,0.12695,0.0628,0.0053,0.03405
1,5.41,3.39,0.67,0.11,183,32,30,free,e,s,foc,e,h,817.12,209.57,2641.97,178.4,60,11.24178579,0,0.0981446,0,0.4404,0.0042,0.2223,0.1831,0.0184,0.10075
2,5.41,3.39,0.67,0.11,92,32,30,free,e,s,foc,e,h,817.12,209.57,2504.14,199.66,60,11.21449778,0,0.0981446,0,0.0226,0.0027,0.01265,0.429,0.0101,0.21955
4,5.41,3.39,0.67,0.11,1,32,30,free,e,s,foc,e,h,1409.69,186.85,2930.14,199.95,60,11.18747999,0,0.0981446,0,0.333,0.0033,0.16815,0,0,0
0,5.41,3.39,0.67,0.11,274,32,30,free,e,s,foc,e,h,1549.93,226.38,3014.82,769.25,60,11.26935267,0,0.0981446,0,0.2513,0.0122,0.13175,0.0516,0.0045,0.02805
1,5.41,3.39,0.67,0.11,183,32,30,free,e,s,foc,e,h,830.12,209.87,2671.96,177.88,60,11.24178958,0,0.0981446,0,0.4408,0.0014,0.2211,0.2014,0.008,0.1047
2,5.41,3.39,0.67,0.11,92,32,30,free,e,s,foc,e,h,830.12,209.87,2474.14,199.64,60,11.21449771,0,0.0981446,0,0.021,0.0048,0.0129,0.5129,0.0734,0.29315
4,5.41,3.39,0.67,0.11,1,32,30,free,e,s,foc,e,h,1320.76,191.06,2954.14,199.97,60,11.18747801,0,0.0981446,0,0.328,0.0017,0.16485,0,0,0
0,6.415831946,3.699055831,0.5267928802,0.3787046167,584,83.09573536,32.91093708,free,e,s,free,e,h,110.69,488.87,519.32,262.95,83.57813217,11.10896279,0,0.0981446,0,0,0,0,0,0,0
0,6.42,3.7,0.53,0.38,583,83,32,free,e,s,free,e,h,110.69,488.87,519.32,262.95,83,11.10892004,0,0.0981446,0,0,0,0,0,0,0
1,6.42,3.7,0.53,0.38,389,83,32,free,e,s,free,e,h,110.69,488.87,519.32,262.95,83,11.13677176,0,0.0981446,0,0.1557,0.0084,0.08205,0.1371,0.0065,0.0718
1,6.42,3.7,0.53,0.38,195,83,32,free,e,s,free,e,h,110.69,488.87,519.32,262.95,83,11.19888415,0.901855,1,1,0.2732,0.0069,0.14005,0.15,0.0021,0.07605
1,6.42,3.7,0.53,0.38,1,83,32,free,e,s,free,e,h,110.69,488.87,519.32,262.95,83,11.26210042,0,0.0981446,0,0.2537,0.0019,0.1278,0.1647,0,0.08235
0,6.42,3.7,0.53,0.38,583,83,32,free,e,s,free,e,h,110.69,488.87,519.32,262.95,83,11.10892004,0,0.0981446,0,0,0,0,0,0,0
1,6.42,3.7,0.53,0.38,389,83,32,free,e,s,free,e,h,110.69,488.87,519.32,262.95,83,11.13679604,0,0.0981446,0,0.1599,0.0084,0.08415,0.1478,0.0128,0.0803
1,6.42,3.7,0.53,0.38,195,83,32,free,e,s,free,e,h,110.69,488.87,519.32,262.95,83,11.19888945,0.897759,0.996418,1,0.2715,0.002,0.13675,0.1604,0.0126,0.0865
1,6.42,3.7,0.53,0.38,1,83,32,free,e,s,free,e,h,110.69,488.87,519.32,262.95,83,11.2621159,0,0.0981446,0,0.2644,0.0054,0.1349,0.1689,0,0.08445
0,6.42,3.7,0.53,0.38,583,83,32,free,e,s,free,e,h,110.69,488.87,519.32,262.95,83,11.10892004,0,0.0981446,0,0,0,0,0,0,0
1,6.42,3.7,0.53,0.38,389,83,32,free,e,s,free,e,h,110.69,488.87,519.32,262.95,83,11.13776221,0,0.0981446,0,0.1473,0,0.07365,0.1457,0.0021,0.0739
1,6.42,3.7,0.53,0.38,195,83,32,free,e,s,free,e,h,110.69,488.87,519.32,262.95,83,11.19922654,0.901855,1,1,0.2609,0.0015,0.1312,0.1584,0.0063,0.08235
1,6.42,3.7,0.53,0.38,1,83,32,free,e,s,free,e,h,110.69,488.87,519.32,262.95,83,11.26245197,0,0.0981446,0,0.2554,0.0072,0.1313,0.1478,0.0043,0.07605
0,6.258245067,2.384480131,0.7677434414,0.3862462485,471,72.45963064,59.46068142,foc,e,u,free,y,h,1732.13,371.8,322.29,266.87,92.07693769,12.27885978,0,0.0981446,0,0.8754,0.0822,0.4788,0.0247,0.0005,0.0126
0,6.26,2.38,0.77,0.39,470,72,59,foc,e,u,free,y,h,1732.13,371.8,322.29,266.87,92,12.27882619,0.00358196,0.102241,0,0.8039,0.0175,0.4107,0.0247,0,0.01235
4,6.26,2.38,0.77,0.39,313,72,59,foc,e,u,free,y,h,1464.06,168.08,2909.87,195.39,92,12.23122198,0.901855,1,1,0.8627,0.1366,0.49965,0,0,0
4,6.26,2.38,0.77,0.39,156,72,59,foc,e,u,free,y,h,2111.92,181.54,2909.87,195.39,92,12.18507066,0.901855,1,1,0.9993,0,0.49965,0,0,0
0,6.26,2.38,0.77,0.39,470,72,59,foc,e,u,free,y,h,1732.13,371.8,322.29,266.87,92,12.27882619,0,0.0981446,0,0.8275,0.0002,0.41385,0.0242,0,0.0121
4,6.26,2.38,0.77,0.39,313,72,59,foc,e,u,free,y,h,1550.08,170.61,2968.74,199.35,92,12.23122002,0.901855,1,1,0.9993,0,0.49965,0,0,0
4,6.26,2.38,0.77,0.39,156,72,59,foc,e,u,free,y,h,2197.95,183.74,2968.74,199.35,92,12.18505657,0.901855,1,1,0.9993,0,0.49965,0,0,0
0,6.26,2.38,0.77,0.39,470,72,59,foc,e,u,free,y,h,1732.13,371.8,322.29,266.87,92,12.27882619,0,0.0981446,0,0.8242,0.0031,0.41365,0.0247,0.0005,0.0126
4,6.26,2.38,0.77,0.39,313,72,59,foc,e,u,free,y,h,1766.02,174.47,2849.52,197.29,92,12.23119621,0.901855,1,1,0.8627,0.1366,0.49965,0,0,0
4,6.26,2.38,0.77,0.39,156,72,59,foc,e,u,free,y,h,2197.92,183.41,2849.52,197.29,92,12.18504202,0.901855,1,1,0.9993,0,0.49965,0,0,0
0,6.014230877,3.435197318,0.766638154,0.2419870804,548,46.74295068,80.50537916,foc,e,h,free,y,u,102.2,276.88,100.8,207.37,40.49494743,11.78923301,0.901855,1,1,0.0277,0.0011,0.0144,0.7876,0,0.3938
0,6.01,3.44,0.77,0.24,547,46,80,foc,e,h,free,y,u,102.2,276.88,100.8,207.37,40,11.78919332,0.901855,1,1,0.0239,0.0055,0.0147,0.7876,0,0.3938
3,6.01,3.44,0.77,0.24,365,46,80,foc,e,h,free,y,u,421.51,188.29,2868,193.51,40,11.73434709,0.901855,1,1,0.0228,0.0014,0.0121,0.0433,0.0001,0.0217
5,6.01,3.44,0.77,0.24,183,46,80,foc,e,h,free,y,u,2692.3,177.57,2868,193.51,40,11.68120354,1,1,1,0,0,0,0,0,0
5,6.01,3.44,0.77,0.24,1,46,80,foc,e,h,free,y,u,2692.3,177.57,2868,193.51,40,11.62971641,1,1,1,0,0,0,0,0,0
0,6.01,3.44,0.77,0.24,547,46,80,foc,e,h,free,y,u,102.2,276.88,100.8,207.37,40,11.78919332,0.901855,1,1,0.0298,0.0055,0.01765,0.7876,0,0.3938
3,6.01,3.44,0.77,0.24,365,46,80,foc,e,h,free,y,u,421.51,188.29,2900.51,194.35,40,11.73433259,0.901855,1,1,0.0194,0.008,0.0137,0.0414,0.0003,0.02085
5,6.01,3.44,0.77,0.24,183,46,80,foc,e,h,free,y,u,2674.31,178.26,2900.51,194.35,40,11.68119515,1,1,1,0,0,0,0,0,0
5,6.01,3.44,0.77,0.24,1,46,80,foc,e,h,free,y,u,2674.31,178.26,2900.51,194.35,40,11.62971352,1,1,1,0,0,0,0,0,0
0,6.01,3.44,0.77,0.24,547,46,80,foc,e,h,free,y,u,102.2,276.88,100.8,207.37,40,11.78919332,0.901855,1,1,0.0247,0.0012,0.01295,0.7876,0,0.3938
3,6.01,3.44,0.77,0.24,365,46,80,foc,e,h,free,y,u,421.51,188.29,2868,193.51,40,11.73433027,0.901855,1,1,0.0154,0.0006,0.008,0.0335,0.0046,0.01905
5,6.01,3.44,0.77,0.24,183,46,80,foc,e,h,free,y,u,2692.3,177.57,2868,193.51,40,11.68118876,1,1,1,0,0,0,0,0,0
5,6.01,3.44,0.77,0.24,1,46,80,foc,e,h,free,y,u,2692.3,177.57,2868,193.51,40,11.62967107,1,1,1,0,0,0,0,0,0
0,5.483097179,2.625244337,0.6477111711,0.1690320131,537,38.3965987,65.5313179,foc,y,u,foc,e,u,3572.83,278.65,1329.62,782.03,37.85550584,11.31752291,0,0.0981446,0,0.8884,0.006,0.4472,0.0172,0.0172,0.0172
0,5.48,2.63,0.65,0.17,536,38,65,foc,y,u,foc,e,u,3572.83,278.65,1329.62,782.03,37,11.31748321,0,0.0981446,0,0.8626,0.0007,0.43165,0.067,0.0326,0.0498
0,5.48,2.63,0.65,0.17,357,23,65,foc,y,u,foc,e,u,1404.45,167.09,1329.62,782.03,37,11.263237,0,0.0981446,0,0.9146,0.0009,0.45775,0.9621,0.0007,0.4814
3,5.48,2.63,0.65,0.17,178,23,65,foc,y,u,foc,e,u,500.38,185.11,2874.12,194.38,37,11.21125183,0,0.0981446,0,0.7534,0,0.3767,0.78,0.0135,0.39675
