PRGS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_AGE,HUM_1_STA,HUM_2_FW,HUM_2_AGE,HUM_2_STA,HUM_1_POS_X,HUM_1_POS_Y,HUM_2_POS_X,HUM_2_POS_Y,ROB_1_VEL,ROB_1_CHG,PRSCS_LB,PRSCS_UB,SCS,FTG_HUM_1_LB,FTG_HUM_1_UB,FTG_HUM_1,FTG_HUM_2_LB,FTG_HUM_2_UB,FTG_HUM_2
4,5.05,2.23,0.61,0.13,89,33,78,foc,e,s,distr,y,u,1520.19,198.44,2896.08,198.18,72,11.49640193,0,0.0981446,0,0.3109,0.0086,0.15975,0,0,0
5,5.05,2.23,0.61,0.13,1,33,78,foc,e,s,distr,y,u,2586.4,157.56,2896.08,198.18,72,11.46998659,1,1,1,0,0,0,0,0,0
0,6.424697575,2.152560267,0.7136834305,0.1204712474,434,51.60560093,83.95190791,foc,y,h,free,e,s,1976.28,407.9,2528.11,229.78,59.86723717,12.14157935,0,0.0981446,0,0,0,0,0,0,0
0,6.42,2.15,0.71,0.12,433,51,83,foc,y,h,free,e,s,1976.28,407.9,2528.11,229.78,59,12.14154882,0,0.0981446,0,0,0,0,0,0,0
0,6.42,2.15,0.71,0.12,289,51,83,foc,y,h,free,e,s,1976.28,407.9,2528.11,229.78,59,12.09756576,0,0.0981446,0,0,0,0,0,0,0
0,6.42,2.15,0.71,0.12,145,51,83,foc,y,h,free,e,s,1976.28,407.9,2528.11,229.78,59,12.0555069,0,0.0981446,0,0,0,0,0,0,0
0,6.42,2.15,0.71,0.12,1,51,83,foc,y,h,free,e,s,1976.28,407.9,2528.11,229.78,59,12.0141163,0,0.0981446,0,0,0,0,0,0,0
0,6.42,2.15,0.71,0.12,433,51,83,foc,y,h,free,e,s,1976.28,407.9,2528.11,229.78,59,12.14154882,0,0.0981446,0,0,0,0,0,0,0
0,6.42,2.15,0.71,0.12,289,51,83,foc,y,h,free,e,s,1976.28,407.9,2528.11,229.78,59,12.09755888,0,0.0981446,0,0,0,0,0,0,0
0,6.42,2.15,0.71,0.12,145,51,83,foc,y,h,free,e,s,1976.28,407.9,2528.11,229.78,59,12.05551266,0,0.0981446,0,0,0,0,0,0,0
0,6.42,2.15,0.71,0.12,1,51,83,foc,y,h,free,e,s,1976.28,407.9,2528.11,229.78,59,12.01412199,0,0.0981446,0,0,0,0,0,0,0
0,6.42,2.15,0.71,0.12,433,51,83,foc,y,h,free,e,s,1976.28,407.9,2528.11,229.78,59,12.14154882,0,0.0981446,0,0,0,0,0,0,0
0,6.42,2.15,0.71,0.12,289,51,83,foc,y,h,free,e,s,1976.28,407.9,2528.11,229.78,59,12.09755946,0,0.0981446,0,0,0,0,0,0,0
0,6.42,2.15,0.71,0.12,145,51,83,foc,y,h,free,e,s,1976.28,407.9,2528.11,229.78,59,12.05550181,0,0.0981446,0,0,0,0,0,0,0
0,6.42,2.15,0.71,0.12,1,51,83,foc,y,h,free,e,s,1976.28,407.9,2528.11,229.78,59,12.01411345,0,0.0981446,0,0,0,0,0,0,0
0,6.230521382,3.64858563,0.6408177305,0.1660626132,330,38.08165954,98.11098676,foc,y,h,foc,e,u,1427.61,714.67,1495.42,387.52,33.08681931,12.13899843,0,0.0981446,0,0.0911,0,0.04555,0,0,0
0,6.23,3.65,0.64,0.17,329,38,98,foc,y,h,foc,e,u,1427.61,714.67,1495.42,387.52,33,12.138974,0,0.0981446,0,0.0913,0.0002,0.04575,0,0,0
0,6.23,3.65,0.64,0.17,219,38,98,foc,y,h,foc,e,u,206.72,194.35,1495.42,387.52,33,12.10531741,0,0.0981446,0,0.0378,0,0.0189,0.8971,0,0.44855
0,6.23,3.65,0.64,0.17,109,38,98,foc,y,h,foc,e,u,362.71,182.8,1495.42,387.52,33,12.07268788,0,0.0981446,0,0.0378,0,0.0189,0.8971,0,0.44855
0,6.23,3.65,0.64,0.17,329,38,98,foc,y,h,foc,e,u,1427.61,714.67,1495.42,387.52,33,12.138974,0,0.0981446,0,0.0911,0,0.04555,0,0,0
0,6.23,3.65,0.64,0.17,219,38,98,foc,y,h,foc,e,u,244.71,195.46,1495.42,387.52,33,12.10531402,0,0.0981446,0,0.038,0.0002,0.0191,0.8916,0.0019,0.44675
0,6.23,3.65,0.64,0.17,109,38,98,foc,y,h,foc,e,u,362.71,182.8,1495.42,387.52,33,12.07268198,0,0.0981446,0,0.0378,0,0.0189,0.8953,0.0018,0.44855
0,6.23,3.65,0.64,0.17,329,38,98,foc,y,h,foc,e,u,1427.61,714.67,1495.42,387.52,33,12.138974,0,0.0981446,0,0.0913,0.0002,0.04575,0,0,0
0,6.23,3.65,0.64,0.17,219,38,98,foc,y,h,foc,e,u,206.72,194.35,1495.42,387.52,33,12.10530374,0,0.0981446,0,0.038,0.0002,0.0191,0.8971,0,0.44855
0,6.23,3.65,0.64,0.17,109,38,98,foc,y,h,foc,e,u,362.71,182.8,1495.42,387.52,33,12.07265469,0,0.0981446,0,0.038,0.0002,0.0191,0.8953,0.0018,0.44855
0,6.802262789,2.670404311,0.6749417856,0.2352035651,546,54.33300343,89.1811551,distr,e,h,distr,e,s,4374.08,403.67,1396.45,718.65,80.00560914,11.47636067,0.471055,0.571024,1,0.0545,0.0052,0.02985,0.051,0.0024,0.0267
0,6.8,2.67,0.67,0.24,545,54,89,distr,e,h,distr,e,s,4374.08,403.67,1396.45,718.65,80,11.47632097,0.387386,0.487301,0,0.0438,0.0038,0.0238,0.0587,0.0587,0.0587
2,6.8,2.67,0.67,0.24,363,54,89,distr,e,h,distr,e,s,802.74,186.42,1706.24,205.83,80,11.42147295,0.564342,0.664224,1,0.0906,0.0091,0.04985,0.0285,0.0071,0.0178
2,6.8,2.67,0.67,0.24,181,54,89,distr,e,h,distr,e,s,802.74,186.42,2611.23,201.75,80,11.36833335,0.260921,0.360877,0,0.0871,0.0057,0.0464,0.0261,0.0044,0.01525
0,6.8,2.67,0.67,0.24,545,54,89,distr,e,h,distr,e,s,4374.08,403.67,1396.45,718.65,80,11.47632097,0.419126,0.518993,0,0.0398,0.006,0.0229,0.1508,0.018,0.0844
2,6.8,2.67,0.67,0.24,363,54,89,distr,e,h,distr,e,s,496.61,196.7,2524.23,202.14,80,11.42146666,0.497384,0.597378,1,0.0902,0.0095,0.04985,0.0141,0.0141,0.0141
3,6.8,2.67,0.67,0.24,181,54,89,distr,e,h,distr,e,s,446.4,176.81,2878.22,200.55,80,11.368311,0.502421,0.602316,1,0.0077,0.004,0.00585,0.0134,0.0134,0.0134
0,6.8,2.67,0.67,0.24,545,54,89,distr,e,h,distr,e,s,4374.08,403.67,1396.45,718.65,80,11.47632097,0.402622,0.502616,0,0.0297,0.0022,0.01595,0.066,0.0025,0.03425
2,6.8,2.67,0.67,0.24,363,54,89,distr,e,h,distr,e,s,366.29,176.1,2543.23,202.06,80,11.4214838,0.548764,0.648669,1,0.0861,0.0046,0.04535,0.0366,0.0366,0.0366
5,6.8,2.67,0.67,0.24,181,54,89,distr,e,h,distr,e,s,2592.91,190.13,2899.42,194.11,80,11.36832511,1,1,1,0,0,0,0,0,0
0,6.667804515,2.58517288,0.7617678224,0.1780251035,435,58.55572979,76.23920037,foc,y,u,distr,e,s,1913.61,326.97,825.52,691.49,69.1437872,11.44523457,0,0.0981446,0,0,0,0,0,0,0
0,6.67,2.59,0.76,0.18,434,58,76,foc,y,u,distr,e,s,1913.61,326.97,825.52,691.49,69,11.44520403,0,0.0981446,0,0,0,0,0,0,0
0,6.67,2.59,0.76,0.18,289,58,76,foc,y,u,distr,e,s,1913.61,326.97,825.52,691.49,69,11.40121402,0,0.0981446,0,0,0,0,0,0,0
0,6.67,2.59,0.76,0.18,144,58,76,foc,y,u,distr,e,s,1913.61,326.97,825.52,691.49,69,11.35856617,0,0.0981446,0,0,0,0,0,0,0
0,6.67,2.59,0.76,0.18,434,58,76,foc,y,u,distr,e,s,1913.61,326.97,825.52,691.49,69,11.44520403,0,0.0981446,0,0,0,0,0,0,0
0,6.67,2.59,0.76,0.18,289,58,76,foc,y,u,distr,e,s,1913.61,326.97,825.52,691.49,69,11.40121038,0,0.0981446,0,0,0,0,0,0,0
0,6.67,2.59,0.76,0.18,144,58,76,foc,y,u,distr,e,s,1913.61,326.97,825.52,691.49,69,11.35857658,0,0.0981446,0,0,0,0,0,0,0
0,6.67,2.59,0.76,0.18,434,58,76,foc,y,u,distr,e,s,1913.61,326.97,825.52,691.49,69,11.44520403,0,0.0981446,0,0,0,0,0,0,0
0,6.67,2.59,0.76,0.18,289,58,76,foc,y,u,distr,e,s,1913.61,326.97,825.52,691.49,69,11.40120864,0,0.0981446,0,0,0,0,0,0,0
0,6.67,2.59,0.76,0.18,144,58,76,foc,y,u,distr,e,s,1913.61,326.97,825.52,691.49,69,11.35857097,0,0.0981446,0,0,0,0,0,0,0
0,6.420731057,2.661426295,0.5511996311,0.2135580999,344,34.48340061,48.18999663,free,e,s,free,e,h,3992.77,789.41,1400.13,767.97,92.76446151,11.19722639,0.447566,0.547495,0,0.4766,0.0013,0.23895,0.0158,0.0004,0.0081
0,6.42,2.66,0.55,0.21,343,34,48,free,e,s,free,e,h,3992.77,789.41,1400.13,767.97,92,11.19720196,0.482269,0.582247,1,0.4766,0.0013,0.23895,0.0156,0.0007,0.00815
0,6.42,2.66,0.55,0.21,229,34,48,free,e,s,free,e,h,2654.51,164.83,1400.13,767.97,92,11.16231468,0,0.0981446,0,0,0,0,0,0,0
3,6.42,2.66,0.55,0.21,115,20,48,free,e,s,free,e,h,676.97,190.41,2882.69,209.97,92,11.12849979,0,0.0981446,0,0.1371,0.0022,0.06965,0.3497,0.0001,0.1749
4,6.42,2.66,0.55,0.21,1,20,48,free,e,s,free,e,h,2628.06,190.91,2882.69,209.97,92,11.09797801,0,0.0981446,0,0,0,0,0,0,0
0,6.42,2.66,0.55,0.21,343,34,48,free,e,s,free,e,h,3992.77,789.41,1400.13,767.97,92,11.19720196,0.431441,0.53143,0,0.4753,0,0.23765,0.0168,0.0052,0.011
0,6.42,2.66,0.55,0.21,229,34,48,free,e,s,free,e,h,2654.51,164.83,1400.13,767.97,92,11.16231655,0,0.0981446,0,0,0,0,0,0,0
3,6.42,2.66,0.55,0.21,115,20,48,free,e,s,free,e,h,400,200,2882.69,209.97,92,11.12850757,0,0.0981446,0,0.1371,0.0022,0.06965,0.3531,0,0.17655
4,6.42,2.66,0.55,0.21,1,20,48,free,e,s,free,e,h,2498.07,187.41,2882.69,209.97,92,11.09506722,0,0.0981446,0,0,0,0,0,0,0
0,6.42,2.66,0.55,0.21,343,34,48,free,e,s,free,e,h,3992.77,789.41,1400.13,767.97,92,11.19720196,0.442633,0.542552,0,0.4766,0.0039,0.24025,0.0182,0.0039,0.01105
0,6.42,2.66,0.55,0.21,229,34,48,free,e,s,free,e,h,2654.51,164.83,1400.13,767.97,92,11.1623174,0,0.0981446,0,0,0,0,0,0,0
3,6.42,2.66,0.55,0.21,115,20,48,free,e,s,free,e,h,400,200,2882.69,209.97,92,11.12850168,0,0.0981446,0,0.135,0,0.0675,0.3495,0.0001,0.1748
5,6.42,2.66,0.55,0.21,1,20,48,free,e,s,free,e,h,2526.07,188.15,2882.69,209.97,92,11.09511286,1,1,1,0,0,0,0,0,0
0,7.16504967,3.623278396,0.7093333926,0.1604059625,333,69.43379188,60.29201027,foc,y,h,free,y,u,2299.52,471.19,1596.1,315.44,33.54747828,12.22579698,0,0.0981446,0,0.1051,0,0.05255,0,0,0
0,7.17,3.62,0.71,0.16,332,69,60,foc,y,h,free,y,u,2299.52,471.19,1596.1,315.44,33,12.22577255,0,0.0981446,0,0.1051,0,0.05255,0,0,0
0,7.17,3.62,0.71,0.16,221,69,60,foc,y,h,free,y,u,345.53,169.44,1596.1,315.44,33,12.19210441,0,0.0981446,0,0.032,0.0005,0.01625,0.7682,0.0029,0.38555
0,7.17,3.62,0.71,0.16,110,69,60,foc,y,h,free,y,u,345.53,169.44,1596.1,315.44,33,12.1588767,0,0.0981446,0,0.032,0.0005,0.01625,0.7711,0,0.38555
0,7.17,3.62,0.71,0.16,332,69,60,foc,y,h,free,y,u,2299.52,471.19,1596.1,315.44,33,12.22577255,0,0.0981446,0,0.1051,0,0.05255,0,0,0
0,7.17,3.62,0.71,0.16,221,69,60,foc,y,h,free,y,u,403.29,171.22,1596.1,315.44,33,12.19210188,0,0.0981446,0,0.0327,0.0002,0.01645,0.7768,0,0.3884
0,7.17,3.62,0.71,0.16,110,69,60,foc,y,h,free,y,u,403.29,171.22,1596.1,315.44,33,12.15886244,0,0.0981446,0,0.0327,0.0002,0.01645,0.7768,0,0.3884
0,7.17,3.62,0.71,0.16,332,69,60,foc,y,h,free,y,u,2299.52,471.19,1596.1,315.44,33,12.22577255,0,0.0981446,0,0.1051,0,0.05255,0,0,0
0,7.17,3.62,0.71,0.16,221,69,60,foc,y,h,free,y,u,403.29,171.22,1596.1,315.44,33,12.19211041,0,0.0981446,0,0.0329,0,0.01645,0.7768,0,0.3884
0,7.17,3.62,0.71,0.16,110,69,60,foc,y,h,free,y,u,403.29,171.22,1596.1,315.44,33,12.15886786,0,0.0981446,0,0.032,0.0005,0.01625,0.7795,0.0028,0.39115
0,6.957434313,2.913339123,0.5897093594,0.1574586362,572,80.80403148,78.18496774,distr,e,u,foc,y,s,4231.44,255.66,1354.43,361.91,33.07006224,11.53259813,0,0.0981446,0,0.9173,0.0135,0.4654,0,0,0
0,6.96,2.91,0.59,0.16,571,80,78,distr,e,u,foc,y,s,4231.44,255.66,1354.43,361.91,33,11.53255844,0,0.0981446,0,0.9608,0.0048,0.4828,0,0,0
0,6.96,2.91,0.59,0.16,381,48,78,distr,e,u,foc,y,s,1786.86,164.57,1354.43,361.91,33,11.47528921,0,0.0981446,0,0.9555,0.0349,0.4952,0.0071,0.0071,0.0071
2,6.96,2.91,0.59,0.16,191,80,78,distr,e,u,foc,y,s,267.51,129.78,1400,200,33,11.41982842,0,0.0981446,0,0.0403,0.0086,0.02445,0.3535,0.0339,0.1937
4,6.96,2.91,0.59,0.16,1,80,78,distr,e,u,foc,y,s,1114.93,151.18,2876.81,194.16,33,11.36610405,0,0.0981446,0,0.9348,0.0643,0.49955,0,0,0
0,6.96,2.91,0.59,0.16,571,80,78,distr,e,u,foc,y,s,4231.44,255.66,1354.43,361.91,33,11.53255844,0,0.0981446,0,0.9928,0.0037,0.49825,0,0,0
0,6.96,2.91,0.59,0.16,381,80,78,distr,e,u,foc,y,s,266.63,131.84,1354.43,361.91,33,11.47529288,0,0.0981446,0,0.7495,0.0434,0.39645,0.157,0.009,0.083
0,6.96,2.91,0.59,0.16,191,80,78,distr,e,u,foc,y,s,266.04,133.01,1354.43,361.91,33,11.4198241,0,0.0981446,0,0.5236,0.3929,0.45825,0.088,0.0015,0.04475
0,6.96,2.91,0.59,0.16,1,80,78,distr,e,u,foc,y,s,266.04,133.02,1354.43,361.91,33,11.36611201,0,0.0981446,0,0.5765,0.168,0.37225,0.1229,0.0231,0.073
0,6.96,2.91,0.59,0.16,571,80,78,distr,e,u,foc,y,s,4231.44,255.66,1354.43,361.91,33,11.53255844,0,0.0981446,0,0.9307,0.0401,0.4854,0,0,0
0,6.96,2.91,0.59,0.16,381,80,78,distr,e,u,foc,y,s,843.41,185.28,1354.43,361.91,33,11.47528924,0,0.0981446,0,0.9154,0.0566,0.486,0.0084,0.0084,0.0084
3,6.96,2.91,0.59,0.16,191,80,78,distr,e,u,foc,y,s,400,200,2876.81,194.16,33,11.41982738,0,0.0981446,0,0.3652,0.0222,0.1937,0.4747,0.4747,0.4747
3,6.96,2.91,0.59,0.16,1,80,78,distr,e,u,foc,y,s,297.59,133.19,2876.81,194.16,33,11.36612177,0,0.0981446,0,0.3969,0.3292,0.36305,0.958,0.0045,0.48125
0,6.813970164,2.959390182,0.6023728521,0.2216156357,593,35.04858069,73.10501779,foc,e,h,distr,y,h,2823.94,340.35,190.55,268.99,36.35893548,12.04762074,0,0.0981446,0,0,0,0,0,0,0
0,6.81,2.96,0.6,0.22,592,35,73,foc,e,h,distr,y,h,2823.94,340.35,190.55,268.99,36,12.04757798,0,0.0981446,0,0,0,0,0,0,0
0,6.81,2.96,0.6,0.22,395,35,73,foc,e,h,distr,y,h,2823.94,340.35,190.55,268.99,36,11.98789835,0,0.0981446,0,0,0,0,0,0,0
0,6.81,2.96,0.6,0.22,198,35,73,foc,e,h,distr,y,h,2823.94,340.35,190.55,268.99,36,11.93073562,0,0.0981446,0,0,0,0,0,0,0
0,6.81,2.96,0.6,0.22,1,35,73,foc,e,h,distr,y,h,2823.94,340.35,190.55,268.99,36,11.87538842,0,0.0981446,0,0,0,0,0,0,0
0,6.81,2.96,0.6,0.22,592,35,73,foc,e,h,distr,y,h,2823.94,340.35,190.55,268.99,36,12.04757798,0,0.0981446,0,0,0,0,0,0,0
0,6.81,2.96,0.6,0.22,395,35,73,foc,e,h,distr,y,h,2823.94,340.35,190.55,268.99,36,11.98789731,0,0.0981446,0,0,0,0,0,0,0
0,6.81,2.96,0.6,0.22,198,35,73,foc,e,h,distr,y,h,2823.94,340.35,190.55,268.99,36,11.93072703,0,0.0981446,0,0,0,0,0,0,0
0,6.81,2.96,0.6,0.22,1,35,73,foc,e,h,distr,y,h,2823.94,340.35,190.55,268.99,36,11.87538803,0,0.0981446,0,0,0,0,0,0,0
0,6.81,2.96,0.6,0.22,592,35,73,foc,e,h,distr,y,h,2823.94,340.35,190.55,268.99,36,12.04757798,0,0.0981446,0,0,0,0,0,0,0
0,6.81,2.96,0.6,0.22,395,35,73,foc,e,h,distr,y,h,2823.94,340.35,190.55,268.99,36,11.98790654,0,0.0981446,0,0,0,0,0,0,0
0,6.81,2.96,0.6,0.22,198,35,73,foc,e,h,distr,y,h,2823.94,340.35,190.55,268.99,36,11.93073276,0,0.0981446,0,0,0,0,0,0,0
0,6.81,2.96,0.6,0.22,1,35,73,foc,e,h,distr,y,h,2823.94,340.35,190.55,268.99,36,11.87538553,0,0.0981446,0,0,0,0,0,0,0
0,6.383008959,2.791040788,0.5950513745,0.1921263898,527,86.45275517,63.24693766,foc,y,s,free,e,s,1889.35,340.61,631.28,692.81,75.49361497,11.53808951,0,0.0981446,0,0,0,0,0,0,0
0,6.38,2.79,0.6,0.19,526,86,63,foc,y,s,free,e,s,1889.35,340.61,631.28,692.81,75,11.53805287,0,0.0981446,0,0,0,0,0,0,0
0,6.38,2.79,0.6,0.19,351,86,63,foc,y,s,free,e,s,1889.35,340.61,631.28,692.81,75,11.48500788,0,0.0981446,0,0,0,0,0,0,0
0,6.38,2.79,0.6,0.19,176,86,63,foc,y,s,free,e,s,1889.35,340.61,631.28,692.81,75,11.43420088,0,0.0981446,0,0,0,0,0,0,0
0,6.38,2.79,0.6,0.19,1,86,63,foc,y,s,free,e,s,1889.35,340.61,631.28,692.81,75,11.38437982,0,0.0981446,0,0,0,0,0,0,0
0,6.38,2.79,0.6,0.19,526,86,63,foc,y,s,free,e,s,1889.35,340.61,631.28,692.81,75,11.53805287,0,0.0981446,0,0,0,0,0,0,0
0,6.38,2.79,0.6,0.19,351,86,63,foc,y,s,free,e,s,1889.35,340.61,631.28,692.81,75,11.48499456,0,0.0981446,0,0,0,0,0,0,0
0,6.38,2.79,0.6,0.19,176,86,63,foc,y,s,free,e,s,1889.35,340.61,631.28,692.81,75,11.43417628,0,0.0981446,0,0,0,0,0,0,0
0,6.38,2.79,0.6,0.19,1,86,63,foc,y,s,free,e,s,1889.35,340.61,631.28,692.81,75,11.38434619,0,0.0981446,0,0,0,0,0,0,0
0,6.38,2.79,0.6,0.19,526,86,63,foc,y,s,free,e,s,1889.35,340.61,631.28,692.81,75,11.53805287,0,0.0981446,0,0,0,0,0,0,0
0,6.38,2.79,0.6,0.19,351,86,63,foc,y,s,free,e,s,1889.35,340.61,631.28,692.81,75,11.48501085,0,0.0981446,0,0,0,0,0,0,0
0,6.38,2.79,0.6,0.19,176,86,63,foc,y,s,free,e,s,1889.35,340.61,631.28,692.81,75,11.43420428,0,0.0981446,0,0,0,0,0,0,0
0,6.38,2.79,0.6,0.19,1,86,63,foc,y,s,free,e,s,1889.35,340.61,631.28,692.81,75,11.38438262,0,0.0981446,0,0,0,0,0,0,0
0,5.272688731,3.478986634,0.7700522335,0.2036450985,476,47.01421515,42.6264158,distr,e,h,foc,e,u,2044.89,611.18,4048.1,687.35,45.67998475,11.29916405,0,0.0981446,0,0.0533,0.0354,0.04435,0.4971,0.4971,0.4971
0,5.27,3.48,0.77,0.2,475,47,42,distr,e,h,foc,e,u,2044.89,611.18,4048.1,687.35,45,11.29913046,0,0.0981446,0,0.0197,0,0.00985,0.4938,0.4938,0.4938
0,5.27,3.48,0.77,0.2,317,47,42,distr,e,h,foc,e,u,332.06,158.96,4048.1,687.35,45,11.25153054,0,0.0981446,0,0,0,0,0.9982,0,0.4991
0,5.27,3.48,0.77,0.2,159,47,42,distr,e,h,foc,e,u,329.13,164.44,4048.1,687.35,45,11.20476036,0,0.0981446,0,0.004,0.004,0.004,0.9982,0,0.4991
0,5.27,3.48,0.77,0.2,1,47,42,distr,e,h,foc,e,u,329.08,164.54,4048.1,687.35,45,11.15940359,0,0.0981446,0,0.0045,0.0003,0.0024,0.9981,0,0.49905
0,5.27,3.48,0.77,0.2,475,47,42,distr,e,h,foc,e,u,2044.89,611.18,4048.1,687.35,45,11.29913046,0,0.0981446,0,0.0209,0,0.01045,0.4899,0.4899,0.4899
0,5.27,3.48,0.77,0.2,317,47,42,distr,e,h,foc,e,u,374.45,179.26,4048.1,687.35,45,11.25151536,0,0.0981446,0,0,0,0,0.9978,0,0.4989
0,5.27,3.48,0.77,0.2,159,47,42,distr,e,h,foc,e,u,329.45,163.8,4048.1,687.35,45,11.20476706,0,0.0981446,0,0.0032,0.0032,0.0032,0.9981,0,0.49905
0,5.27,3.48,0.77,0.2,1,47,42,distr,e,h,foc,e,u,329.13,164.44,4048.1,687.35,45,11.15941426,0,0.0981446,0,0,0,0,0.9982,0,0.4991
0,5.27,3.48,0.77,0.2,475,47,42,distr,e,h,foc,e,u,2044.89,611.18,4048.1,687.35,45,11.29913046,0,0.0981446,0,0.0348,0.0147,0.02475,0.4975,0.4975,0.4975
1,5.27,3.48,0.77,0.2,317,47,42,distr,e,h,foc,e,u,647.35,191.87,3922.45,696.76,45,11.25152727,0.417753,0.517731,0,0.9524,0,0.4762,0.7534,0,0.3767
2,5.27,3.48,0.77,0.2,159,47,42,distr,e,h,foc,e,u,647.35,191.87,2970.5,198.32,45,11.20475649,0.000468738,0.0989152,0,0.7401,0.0045,0.3723,0.0086,0.0086,0.0086
2,5.27,3.48,0.77,0.2,1,47,42,distr,e,h,foc,e,u,647.35,191.87,2970.5,198.32,45,11.15940283,0,0.0981446,0,0.7446,0,0.3723,0.0278,0.0122,0.02
0,6.872547033,3.345695033,0.5866617575,0.2952713976,509,59.22325633,59.18852899,foc,e,s,free,e,h,4332.25,220.93,1623.48,284.73,76.4611602,12.30006575,0.901855,1,1,0.3687,0.0169,0.1928,0.0146,0.0013,0.00795
0,6.87,3.35,0.59,0.3,508,59,59,foc,e,s,free,e,h,4332.25,220.93,1623.48,284.73,76,12.30002911,0.901855,1,1,0.3796,0.0101,0.19485,0.014,0.0027,0.00835
3,6.87,3.35,0.59,0.3,339,59,59,foc,e,s,free,e,h,428.01,174.36,2876.2,198.24,76,12.24879231,0.901855,1,1,0.1563,0,0.07815,0.5022,0.1934,0.3478
5,6.87,3.35,0.59,0.3,170,59,59,foc,e,s,free,e,h,2770.91,190.56,2876.2,198.24,76,12.19912448,1,1,1,0,0,0,0,0,0
5,6.87,3.35,0.59,0.3,1,59,59,foc,e,s,free,e,h,2770.91,190.56,2876.2,198.24,76,12.15097308,1,1,1,0,0,0,0,0,0
0,6.87,3.35,0.59,0.3,508,59,59,foc,e,s,free,e,h,4332.25,220.93,1623.48,284.73,76,12.30002911,0.901855,1,1,0.3648,0.0017,0.18325,0.012,0.0035,0.00775
3,6.87,3.35,0.59,0.3,339,59,59,foc,e,s,free,e,h,428.01,174.36,2876.2,198.24,76,12.2488042,0.901855,1,1,0.1542,0.0021,0.07815,0.694,0,0.347
5,6.87,3.35,0.59,0.3,170,59,59,foc,e,s,free,e,h,2711.96,188.14,2876.2,198.24,76,12.19913118,1,1,1,0,0,0,0,0,0
5,6.87,3.35,0.59,0.3,1,59,59,foc,e,s,free,e,h,2711.96,188.14,2876.2,198.24,76,12.15095425,1,1,1,0,0,0,0,0,0
0,6.87,3.35,0.59,0.3,508,59,59,foc,e,s,free,e,h,4332.25,220.93,1623.48,284.73,76,12.30002911,0.901085,0.999531,1,0.3787,0.0203,0.1995,0.0129,0.0014,0.00715
3,6.87,3.35,0.59,0.3,339,59,59,foc,e,s,free,e,h,428.01,174.36,2876.2,198.24,76,12.24877979,0.901855,1,1,0.1563,0,0.07815,0.4997,0.1943,0.347
5,6.87,3.35,0.59,0.3,170,59,59,foc,e,s,free,e,h,2700.97,187.68,2876.2,198.24,76,12.19910432,1,1,1,0,0,0,0,0,0
5,6.87,3.35,0.59,0.3,1,59,59,foc,e,s,free,e,h,2700.97,187.68,2876.2,198.24,76,12.15095342,1,1,1,0,0,0,0,0,0
0,7.292803328,3.026528009,0.754000348,0.3633734076,489,64.80094066,74.82017189,free,y,s,distr,y,s,210.64,762.82,1730.07,368.56,52.36459215,12.26660182,0,0.0981446,0,0,0,0,0,0,0
0,7.29,3.03,0.75,0.36,488,64,74,free,y,s,distr,y,s,210.64,762.82,1730.07,368.56,52,12.26656823,0,0.0981446,0,0,0,0,0,0,0
0,7.29,3.03,0.75,0.36,325,64,74,free,y,s,distr,y,s,210.64,762.82,1730.07,368.56,52,12.21715198,0,0.0981446,0,0,0,0,0,0,0
0,7.29,3.03,0.75,0.36,162,64,74,free,y,s,distr,y,s,210.64,762.82,1730.07,368.56,52,12.1692443,0,0.0981446,0,0,0,0,0,0,0
0,7.29,3.03,0.75,0.36,488,64,74,free,y,s,distr,y,s,210.64,762.82,1730.07,368.56,52,12.26656823,0,0.0981446,0,0,0,0,0,0,0
0,7.29,3.03,0.75,0.36,325,64,74,free,y,s,distr,y,s,210.64,762.82,1730.07,368.56,52,12.21712945,0,0.0981446,0,0,0,0,0,0,0
0,7.29,3.03,0.75,0.36,162,64,74,free,y,s,distr,y,s,210.64,762.82,1730.07,368.56,52,12.16921658,0,0.0981446,0,0,0,0,0,0,0
0,7.29,3.03,0.75,0.36,488,64,74,free,y,s,distr,y,s,210.64,762.82,1730.07,368.56,52,12.26656823,0,0.0981446,0,0,0,0,0,0,0
0,7.29,3.03,0.75,0.36,325,64,74,free,y,s,distr,y,s,210.64,762.82,1730.07,368.56,52,12.21714691,0,0.0981446,0,0,0,0,0,0,0
0,7.29,3.03,0.75,0.36,162,64,74,free,y,s,distr,y,s,210.64,762.82,1730.07,368.56,52,12.16923361,0,0.0981446,0,0,0,0,0,0,0
0,7.272723223,3.917644968,0.5117350012,0.3638522981,503,75.77817529,93.48933413,free,e,s,foc,y,u,3400.55,234.86,1633.8,357.55,52.18210931,12.35848081,0.901855,1,1,0.3603,0.0064,0.18335,0.6365,0.0045,0.3205
0,7.27,3.92,0.51,0.36,502,75,93,free,e,s,foc,y,u,3400.55,234.86,1633.8,357.55,52,12.35844417,0.901855,1,1,0.3626,0.0016,0.1821,0.6411,0,0.32055
3,7.27,3.92,0.51,0.36,335,45,93,free,e,s,foc,y,u,487.53,171.67,2889.94,193.49,52,12.30781347,0.901855,1,1,0.1955,0.002,0.09875,0.6951,0.0001,0.3476
